source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX001271	f_kz5dfnvhtcxts	source-key alias	krína	to sell	verb tr Palula-verb-class-T	short-or-diphthong	3594	krīṇā́ti	2	3	krīṇā́ti 'buys' (T: 3594)	Inflection: T (Prs): krináanu, kirnáanu, (Pfv): kríintu, (Cv): kriní, (Imp): krin; Morphemic form: krín-, kríint-
liljegren-LX001273	f_oalouf5f65klk	source-key alias	kriṣíṇu	black	adj	short-or-diphthong	3451	kr̥ṣṇá-	2	2	kr̥ṣṇá- 'dark blue, black' (T: 3451)	Inflection: Reg (Fem): kriṣíṇi; Morphemic form: kriṣíṇ-
liljegren-LX001308	f_iuzxqcws5ftc2	source-key alias	láanga	to cross; walk (across); swim (across)	verb intr Palula-verb-class-L-consonant	first-mora	10905	lan̆gháyati	2	4	lan̆gháyati 'leaps over; transgresses; ascends' (T: 10905)	Inflection: L:cons (Prs): langáanu, (Pfv): langílu, (Cv): langí, (Imp): láang; Morphemic form: lang-
liljegren-LX001311	f_hmu75emxkjlpq	source-key alias	laǰíǰa	to be ashamed	verb intr Palula-verb-class-L-consonant	short-or-diphthong	10909	lajjátē	2	3	lajjátē 'us ashamed' (T: 10909)	Inflection: L:cons (Prs): laǰiǰáanu, (Pfv): laǰiǰílu, (Cv): laǰiǰí, (Imp): laǰíǰ; Morphemic form: laǰ-íǰ-
liljegren-LX001348	f_552g77o73seae	source-key alias	lháaya	to find	verb tr Palula-verb-class-T	first-mora	10948	lábhatē	1	3	lábhatē 'catches, takes' (T: 10948) ; labdha- 'taken, seized' (T: 10946)	Inflection: T (Prs): lhayáanu, (Pfv Masc Sg): láadu, lháadu, (Pfv Fem Sg): léedi, lhéedi, (Cv): lhayí, (Imp): lháay; Morphemic form: lhái-, láad-
liljegren-LX001362	f_bfujkgwk5yhhy	source-key alias	lhoóku	small; (small) child	adj	second-mora	10896	laghú-	2	2	laghú- 'light; slight, quick' (T: 10896)	Inflection: Reg (Fem): lhoóki; Morphemic form: lhoók-
liljegren-LX001364	f_3sbkaab5ucw2e	source-key alias	lhoóṇ	salt	noun m Palula-noun-class-a	second-mora	10978	lavaṇá-	3	3	lavaṇá- 'salt; salty' (T: 10978)	Inflection: a-decl (Obl): -á
liljegren-LX001381	f_aywazv4tofa5u	source-key alias	lúna	to reap, cut, cut off; mow	verb tr Palula-verb-class-T	short-or-diphthong	11082	lunā́ti	2	3	lunā́ti 'cuts, reaps' (T: 11082)	Inflection: T (Prs): lunáanu, (Pfv): lúuntu, (Cv): luní, (Imp): lun; Morphemic form: lun-, lúunt-
liljegren-LX001395	f_esvzm62hpxagk	source-key alias	máakaṛ	monkey	noun m Palula-noun-class-a	first-mora	9882	markáṭa-	2	3	markáṭa- 'monkey (m)' (T: 9882)	Inflection: a-decl (Obl, Pl): -a
liljegren-LX001405	f_ummlbfqpql5sg	source-key alias	máara	to die	verb intr Palula-verb-class-T	first-mora	9871	máratē	1	3	máratē 'will die' (T: 9871) ; mr̥tá- 'dead; death (neut)' (T: 10278)	Inflection: T (Prs): maráanu, (Pfv): múṛu, (Cv): marí, (Imp): máar; Morphemic form: mar-, muṛ-
liljegren-LX001433	f_bapxvoonh7yss	source-key alias	maníi	to say, call; read, recite; obey	verb tr Palula-verb-class-T	first-mora	9837	mantráyatē	2	4	mantráyatē 'speaks ; consults with ; advises' (T: 9837)	Inflection: T (Prs): manáanu, (Pfv): maníitu, (Cv): maní, (Imp): maná; Morphemic form: man-é-, man-íit-
liljegren-LX001453	f_xxis7rguuywnk	source-key alias	meec̣hí	honey	noun f Palula-noun-class-a	short-or-diphthong	9989	mākṣiká-	3	3	mākṣiká- 'pertaining to a bee; honey' (T: 9989)	Inflection: a-decl (Obl): -á
liljegren-LX001454	f_svcbhr5rzbd7c	source-key alias	méeǰi	in the middle; in between, among	adv spatial	first-mora	9804	mádhya-	1	2	mádhya- 'middle; the middle (neut); waist' (T: 9804)	Restriction: If postpositionally, with a preceding oblique argument.
liljegren-LX001461	f_cls6acuscyck6	source-key alias	méeṭi	clay; mud	noun f	first-mora	10286	mŕ̥ttikā-	1	3	mŕ̥ttikā- 'earth, clay' (T: 10286)	
liljegren-LX001472	f_r6xi747t5chp6	source-key alias	mhaaríi	to kill	verb tr Palula-verb-class-L-e	first-mora	10066	māráyati	2	4	māráyati 'kills' (T: 10066)	Inflection: L:e (Prs): mhaaráanu, (Pfv): mheerílu, (Cv): mheerí, (Imp): mhaará; Morphemic form: mhaar-é-
liljegren-LX001474	f_nlvpea42ce6sy	source-key alias	mhaás	meat, piece of flesh	noun m Palula-noun-class-a	second-mora	9982	mām̆sá-	2	2	mām̆sá- 'flesh (neut)' (T: 9982)	Inflection: a-decl (Obl, pl): -á
liljegren-LX001475	f_g2opknhvlnivk	source-key alias	mheél	buttermilk (lassi)	noun f Palula-noun-class-i	second-mora	9767	mathitá-	3	3	mathitá- 'stirred, churned; buttermilk churned without water (n)' (T: 9767)	Inflection: i-decl (Obl): -í
liljegren-LX001479	f_p5kfqitphd65a	source-key alias	mhoóru	sweet; tasty	adj	second-mora	9793	madhurá-	3	3	madhurá- 'sweet' (T: 9793)	Inflection: Reg (Fem): mhoóri
liljegren-LX001481	f_dtxoaiqybabne	source-key alias	míi	marrow; animal fat	noun f Palula-noun-class-a	first-mora	10323	mḗdas-	1	2	mḗdas- 'fat, marrow (n)' (T: 10323)	Inflection: a-decl (Obl): -a
liljegren-LX001485	f_euhwx57gjksrw	source-key alias	míla	to argue, fight, quarrel	verb intr Palula-verb-class-L-consonant	short-or-diphthong	10133	miláti	2	3	miláti 'meets, encounters' (T: 10133)	Inflection: L:cons (Prs): miláanu, (Pfv): milílu, (Cv): milí, (Imp): milá; Morphemic form: mil-
liljegren-LX001499	f_niv3aowsktqg6	source-key alias	móoṇ	nest	noun f Palula-noun-class-a	first-mora	10042	mā́na-	1	2	mā́na- 'house, dwelling (m)' (T: 10042)	Inflection: a-decl (Obl, pl): -a; Morphemic form: máaṇ
liljegren-LX001500	f_22rm67maifzs2	source-key alias	móoṇuṣ	person, human being	noun m Palula-noun-class-a	first-mora	10049	mā́nuṣa-	1	3	mā́nuṣa- 'human (fem) ; man (masc)' (T: 10049)	Inflection: a-decl (Obl, pl): -a
liljegren-mring	f_tfoimyuqbovj2	source-key alias	mring	markhor (generic)	noun m Palula-noun-class-a	implicit-short	10264	mr̥gá-	2	2	mr̥gá- 'wild animal, deer' (T: 10264)	Inflection: a-decl (Obl): -a; Restriction: With plural reference
liljegren-LX001509	f_k2ejimjh5i3b6	source-key alias	mučóo	to open, untie	verb tr Palula-verb-class-L-a	first-mora	10181	mucyátē	2	3	mucyátē 'is loosed; escapes' (T: 10181)	Inflection: L:a (Prs): mučaáanu, (Pfv): mučóolu, (Cv): mučaá, (Imp): mučá; Morphemic form: muč-á-
liljegren-LX001518	f_oau7i4hyzhjzy	source-key alias	mulái	radish	noun f Palula-noun-class-a	short-or-diphthong	10250	mū́la-	1	2	mū́la- 'root (n)' (T: 10250)	Inflection: a-decl (Obl, pl): mulée
liljegren-mung			mung	pea; bean	noun m Palula-noun-class-a	implicit-short	10198	mudgá-	2	2	mudgá- 'the bean Phaseolus mungo' (T: 10198)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001535			múṣṭi	fist; shaft	noun f Palula-noun-class-m	short-or-diphthong	10221	muṣṭí-	2	2	muṣṭí- 'clenched hand, fist (m.f); handful' (T: 10221)	Inflection: m-decl (Pl): -m
liljegren-LX001544	f_j63nofzsszerc	source-key alias	múṭi	arm	noun f Palula-noun-class-m	short-or-diphthong	10221	muṣṭí-	2	2	muṣṭí- 'clenched hand, fist (masc.fem); handful' (T: 10221)	Inflection: m-decl (Pl): -m
liljegren-LX001550	f_lbfd44wga5rkw	source-key alias	múutr	urine	noun m Palula-noun-class-a	first-mora	10234	mū́tra-	1	2	mū́tra- 'urine (n)' (T: 10234)	Inflection: a-decl (Obl): -a
liljegren-na_1	f_tvemgrwcbg4zc	unique cited original and full etymology	na	not; don't	negator neg	implicit-short	6906	ná	1	1	ná 'not' (T: 6906)	
liljegren-LX001563	f_te7erw54blipe	source-key alias	náanu	naked	adj	first-mora	6926	nagná-	2	2	nagná- 'naked' (T: 6926)	Inflection: Uml (Fem): néeni; Morphemic form: nan-
liljegren-LX001567	f_lmv5xxph5g7no	source-key alias	náaṭa	to dance	verb intr Palula-verb-class-L-consonant	first-mora	7580	nr̥ttá-	2	2	nr̥ttá- 'dancing (n)' (T: 7580)	Inflection: L:cons (Prs): naṭáanu, (Pfv): naṭílu, (Cv): naṭi, (Imp): náaṭ; Morphemic form: naṭ-
liljegren-LX001569	f_gyj7em6aqpm4e	source-key alias	náawu	new	adj	first-mora	6983	náva-	1	2	náva- 'new, young' (T: 6983)	Inflection: Uml (Fem): néewi; Morphemic form: naw-
liljegren-LX001586	f_cfjnikckhxgmi	source-key alias	neeṛíi	root	noun f Palula-noun-class-a	first-mora	7047	nāḍí-	2	2	nāḍí- 'tubular stalk of any plant, tubular organ, tube' (T: 7047)	Inflection: a-decl (Obl, pl): -a; Restriction: Biori
liljegren-LX001595	f_kffd6gadmjs24	source-key alias	níilu	green, blue	adj	first-mora	7563	nī́la-	1	2	nī́la- 'dark blue, dark green, black' (T: 7563)	Inflection: Reg (Fem): níili; Morphemic form: níil-
liljegren-LX001596	f_ljwjwikhzurw6	source-key alias	níindra	sleep	noun f Palula-noun-class-irregular	first-mora	7200	nidrā́-	2	2	nidrā́- 'sleep (fem)' (T: 7200)	Inflection: Irr (Obl): -m; Restriction: In the plural
liljegren-LX001622	f_pat2mxozepzli	source-key alias	nóo	name	noun m Palula-noun-class-a	first-mora	7067	nā́man-	1	2	nā́man- 'name (neut)' (T: 7067)	Inflection: a-decl (Obl, pl): nóowa; Morphemic form: náau
liljegren-LX001625	f_d7jo25vaj6y4e	source-key alias	nóong	finger-nail	noun m Palula-noun-class-a	first-mora	6914	nakhá-	2	2	nakhá- 'nail (of finger or toe), claw (masc.neut)' (T: 6914)	Inflection: a-decl (Obl, pl): -a; Morphemic form: náang
liljegren-LX001627	f_kfcfwhixxlmjg	source-key alias	nóoṛ	canal; inlet; flume	noun f Palula-noun-class-a	first-mora	7047	nāḍí-	2	2	nāḍí- 'tubular stalk of any plant, tubular organ, tube' (T: 7047)	Inflection: a-decl (Obl, pl): -a; Morphemic form: náaṛ
liljegren-LX001632	f_xwhsjzmk7plme	source-key alias	núu	nine	num	first-mora	6984	náva	1	2	náva 'nine' (T: 6984)	
liljegren-LX001649	f_bofzrqsrbabiy	source-key alias	óomu	unripe; raw	adj	first-mora	1236	āmá-	2	2	āmá- 'raw' (T: 1236)	Inflection: Uml (Fem): éemi; Morphemic form: áam-
liljegren-LX001663	f_wluok6rdamcbg	source-key alias	páača	to ripen, become cooked	verb intr Palula-verb-class-T	first-mora	7621	pakvá-	2	2	pakvá- 'cooked, ripe' (T: 7621)	Inflection: T (Prs): pačáanu, (Pfv Masc Sg): páaku, (Pfv Fem Sg): péeki, (Cv): pačí, (Imp): páač; Morphemic form: pač-, páak-
liljegren-LX001676	f_tnld5kmccn6za	source-key alias	páam	lamb's wool	noun m Palula-noun-class-a	first-mora	7638	pákṣman-	1	2	pákṣman- 'eyelashes; hair of a deer, filament of a flower; petal of a flower; a thin thread (n)' (T: 7638)	Inflection: a-decl (Obl): páama
liljegren-LX001677	f_sr7ofangymbyy	source-key alias	páand	path, road	noun f Palula-noun-class-a	first-mora	7785	pánthā-	1	2	pánthā- 'path, road (masc)' (T: 7785)	Inflection: a-decl (Obl, pl): -a; Morphemic form: pánd
liljegren-LX001678	f_a6lnhdjqs3q4k	source-key alias	páanǰ	five	num	first-mora	7655	páñca	1	2	páñca 'five' (T: 7655)	Morphemic form: panǰ
liljegren-LX001681	f_pled5thcxg4se	source-key alias	páar	last year	adv temporal	first-mora	7907	parút	2	2	parút 'last year (adv)' (T: 7907)	
liljegren-LX001685	f_cuhqhsomnizlm	source-key alias	páaša	to see; notice	verb tr Palula-verb-class-suppletive	first-mora	8012	páśyati	1	3	páśyati 'sees' (T: 8012) ; dr̥ṣṭá- 'seen' (T: 6518)	Inflection: Suppl (Prs): pašáanu, (Pfv): dhríṣṭu, (Cv): paší, (Imp): páaš; Morphemic form: paš-, dhríṣṭ-
liljegren-LX001691	f_snlry7sg7lmpq	source-key alias	pačóo	to cook	verb tr Palula-verb-class-L-a	first-mora	7654	pacyátē	2	3	pacyátē 'is cooked, is digested' (T: 7654)	Inflection: L:a (Prs): pačaáanu, (Pfv): pačóolu, (Cv): pačaá, (Imp): pačá; Morphemic form: pač-á
liljegren-LX001714	f_irdjwtnn2inog	source-key alias	panǰíiš	fifteen	num	first-mora	7662	páñcadaśa	1	4	páñcadaśa 'fifteen' (T: 7662)	Morphemic form: panǰéeš
liljegren-LX001716	f_dm4orq5vixtfi	source-key alias	paṇáaru	white	adj	first-mora	8047	pā́ṇḍara-	1	3	pā́ṇḍara- 'whitish-yellow, yellow, pale, white' (T: 8047)	Inflection: Uml (Fem): paṇéeri; Morphemic form: paṇár-
liljegren-LX001749	f_56ce4vgqoqs4i	source-key alias	peeróoṇ	shirt	noun m Palula-noun-class-a	first-mora	7838	paridhā́na-	3	4	paridhā́na- 'garment (esp. undergarment) (n)' (T: 7838)	Inflection: a-decl (Obl, pl): -a
liljegren-LX001767	f_gwdvoemg5gx7s	source-key alias	phalúuṛu	grain	noun m Palula-noun-class-a	first-mora	9051	phála-	1	2	phála- 'fruit (neut); *grain; seed of a fruit; spot on a dice' (T: 9051)	Inflection: a-decl (Obl, pl): phalúuṛa
liljegren-LX001769	f_twes5noxrs3fe	source-key alias	phará	yonder, over there	adv spatial	short-or-diphthong	8100	pārá-	2	2	pārá- 'bringing across; further bank, furthest end' (T: 8100)	
liljegren-LX001781	f_q6h7sxtuxqalg	source-key alias	phéda	to arrive, reach	verb intr Palula-verb-class-L-consonant	short-or-diphthong	13831	*spháyatē	1	3	*spháyatē 'swells out ; *is complete' (T: 13831)	Inflection: L:cons (Prs): phedáanu, (Pfv): phedílu, (Cv): phedí, (Imp): phed; Morphemic form: phed-
liljegren-LX001787	f_c63tb6ti2ir3a	source-key alias	phiíṇ	steam; vapour	noun f Palula-noun-class-i	second-mora	9108	phḗna-	1	2	phḗna- 'foam, froth' (T: 9108)	Inflection: i-decl (Obl): -í
liljegren-LX001790	f_jxzfbrvavutio	source-key alias	phóol	ploughshare	noun m Palula-noun-class-a	first-mora	9072	phā́la-	1	2	phā́la- 'ploughshare (m); mattock' (T: 9072)	Inflection: a-decl (Obl, pl): -a; Morphemic form: pháal
liljegren-LX001814	f_erwe4q4cmuvo6	source-key alias	píiṣa	to grind	verb tr Palula-verb-class-T	first-mora	8142	pim̆ṣáti	2	3	pim̆ṣáti 'grinds' (T: 8142) ; piṣṭá- 'crushed, ground; flour (neut); cake (masc)' (T: 8218)	Inflection: T (Prs): peeṣáanu, (Pfv): píṣṭu, (Cv): peeṣí, (Imp): píiṣ; Morphemic form: péeṣ-, piṣṭ-
liljegren-LX001816	f_6numt3gujkarm	source-key alias	píla	to drink	verb tr Palula-verb-class-T	short-or-diphthong	8209	píbati	1	3	píbati 'drinks' (T: 8209)	Inflection: T (Prs): piláanu, (Pfv): píilu, (Cv): pilí, (Imp): pil; Morphemic form: pil-, píil-
liljegren-LX001822	f_vx36rzijigvho	source-key alias	píṇi	calf (of leg)	noun f Palula-noun-class-m	short-or-diphthong	8168	píṇḍa-	1	2	píṇḍa- 'lump, clod, piece; mouthful, ball of rice etc.; calf of leg (m)' (T: 8168)	Inflection: m-decl (Pl): -m
