source_key	jambu_id	id_basis	headword	gloss	tags	accent_type	turner	first_proto_form	proto_accent_nucleus	proto_nuclei	etymology	inflection
liljegren-LX000544	f_grybtteknfdue	source-key alias	čooṇṭóo	to write, embroider	verb tr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): čooṇṭaáanu, (Pfv): čooṇṭóolu, (Cv): čooṇṭaá, (Imp): čooṇṭá; Morphemic form: čooṇṭ-á-
liljegren-LX000545	f_xptekfyqjlqmq	source-key alias	čoór	thief	noun m Palula-noun-class-a	second-mora	4931	cōrá-	2	2	cōrá- 'thief (masc)' (T: 4931)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000546	f_qgehvcygfcmoi	source-key alias	čooṭíi	to pick, collect	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): čooṭáanu, (Pfv): čooṭílu, (Cv): čooṭí, (Imp): čooṭá; Morphemic form: čooṭ-é-
liljegren-LX000547	f_ghjzfctf66wz6	source-key alias	čoráama	fourth	determiner	first-mora				0		
liljegren-LX000548	f_4cjzi2gcj6e2a	source-key alias	čoreé	all four; the four	num	second-mora				0		
liljegren-LX000549	f_5r4ajihc3rlew	source-key alias	čoríma	fourth	determiner	short-or-diphthong				0		
liljegren-LX000550	f_ujjo7r3x6wwgo	source-key alias	čorkúuṇḍu	rectangle	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): čorkúuṇḍa
liljegren-LX000551	f_5zyo7mu2h7doc	source-key alias	čóti	paw	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): -m
liljegren-LX000552	f_gzcljjvmeylly	source-key alias	čukíi	to bite	verb tr Palula-verb-class-L-e	first-mora	4849	cukkáyati	2	4	cukkáyati 'inflicts or suffers pain' (T: 4849)	Inflection: L:e (Prs): čukáanu, (Pfv): čukílu, (Cv): čukí, (Imp): čuká; Morphemic form: čuk-é-
liljegren-LX000553	f_tql5kc4xttury	source-key alias	čúkru	sour	adj	short-or-diphthong	4850	cukrá-	2	2	cukrá- 'sour, sharp to the taste' (T: 4850)	Inflection: Reg (Fem): čúkri; Morphemic form: čukr-
liljegren-LX000554	f_rted7wxmdpvwe	source-key alias	čukuṣóo	to tease, stir up (anger)	verb tr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): čukuṣaáanu, (Pfv): čukuṣóolu, (Cv): čukuṣaá, (Imp): čukuṣá; Morphemic form: čukúṣ-á
liljegren-LX000555	f_t3zqadl4mq2kk	source-key alias	čúla	to rock, sway, shake, move	verb intr Palula-verb-class-L-consonant	short-or-diphthong	4874	*cul-		1	*cul- 'fidget, itch' (T: 4874)	Inflection: L:cons (Prs): čuláanu, (Pfv): čulílu, (Cv): čulí, (Imp): čul; Morphemic form: čul-
liljegren-LX000556	f_3pxocpbedg6co	source-key alias	čulóo	to shake, rock sth, wave	verb tr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): čulaáanu, (Pfv): čulóolu, (Cv): čulaá, (Imp): čulá; Morphemic form: čul-á-
liljegren-LX000557	f_rvovarw2u42gs	source-key alias	čumanéeṛi	Chumaneri (settlement in Ashret Valley)	noun f proper-noun Palula-noun-class-m	first-mora				0		Inflection: m-decl
liljegren-LX000558	f_2s3dbgr747fbq	source-key alias	čúṇu	thin, small	adj	short-or-diphthong	4889	cūrṇa-		2	cūrṇa- '*pulverized (minute)' (T: 4889)	Inflection: Reg (Fem): čuṇi; Morphemic form: čuṇ-
liljegren-LX000559	f_io254v4z652fe	source-key alias	čurúṛa	to drip, run	verb intr Palula-verb-class-L-consonant	short-or-diphthong				0		Inflection: L:cons (Prs): čuruṛáanu, (Pfv): čuruṛílu, (Cv): čuruṛí; Morphemic form: čurúṛ-
liljegren-LX000560	f_3bo47bkxwrzgc	source-key alias	čuruṭíi	to cut up (meat)	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): čuruṭáanu, (Pfv): čuruṭílu, (Cv): čuruṭí, (Imp): čuruṭá; Morphemic form: čurúṭ-é-
liljegren-LX000561	f_fod73j4hqpfjg	source-key alias	čúṛi	bunch (of grapes)	noun f Palula-noun-class-m	short-or-diphthong				0		Inflection: m-decl (Pl): -m
liljegren-LX000562	f_zx5gyox2d3bwe	source-key alias	čuṭí	vacation, break (from school)	noun f Palula-noun-class-a loanword loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu: čuṭṭii	Inflection: a-decl (Pl): -á
liljegren-LX000563	f_u4bc5tfakl6hu	source-key alias	čuṭíi	scarf, dopatta	noun f Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): -a
liljegren-LX000564	f_6mtdurggxxe6y	source-key alias	čúur	four	num	first-mora	4655	catúraḥ	2	3	catúraḥ 'four (masc.acc.pl.)' (T: 4655)	Morphemic form: čáur
liljegren-LX000565	f_qwbp3zxgpx7bk	source-key alias	čuúr	glowing hot coal; ember	noun f Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl): -í
liljegren-LX000566	f_tdb2bt5bsuf46	source-key alias	čúur bhišá	eighty (lit. four twenties)	multiword-expression	multiple				0		
liljegren-LX000567	f_owo5efqhhefac	source-key alias	čuuṣíi	to suck	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): čuuṣáanu, (Pfv): čuuṣílu, (Cv): čuuṣí, (Imp): čuuṣá; Morphemic form: čuuṣ-é-
liljegren-LX000568	f_xmdgv72jb3b32	source-key alias	c̣aṇẓá	torch	noun m Palula-noun-class-ee loanword loan:Khowar	short-or-diphthong		Origin:		2	Origin: Khowar: ǰ̣anǰ̣a	Inflection: ee-decl (Pl): c̣aṇẓeé
liljegren-LX000569	f_kxfpqcfllprsu	source-key alias	c̣haaṇbharó	load of oak branches	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): c̣haaṇbhará
liljegren-LX000570	f_v72oq5oe2lou4	source-key alias	c̣haár	waterfall	noun f Palula-noun-class-i	second-mora	3662	kṣará-	2	2	kṣará- 'melting away; cloud (masc); water (neut)' (T: 3662)	Inflection: i-decl (Obl, pl): c̣harí; Morphemic form: c̣har-
liljegren-LX000571	f_4wms6dstvwxwm	source-key alias	c̣hatróol	Chitral (the district or the adminitrative centre of the district)	noun m proper-noun Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl): -a; Morphemic form: c̣hetráal
liljegren-LX000572	f_rluxltdlyruhs	source-key alias	c̣héeṇi	(small) stick made of oak branch	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m; Morphemic form: c̣háaṇ-i
liljegren-LX000573	f_ir6vo6p7qx5z4	source-key alias	c̣híik	dung (from humans and fowl); faeces	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): -a
liljegren-LX000574	f_iocytkxguv2u2	source-key alias	c̣hiikíi	to defacate (for domestic fowl, etc.)	verb tr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): c̣hiikáanu, (Pfv): c̣hiikílu, (Cv): c̣hiikí; Morphemic form: c̣híik-é-
liljegren-LX000575	f_5krpj4xdrbupk	source-key alias	c̣híiku	timid	adj	first-mora				0		Inflection: Reg (Fem): c̣híiki
liljegren-LX000576	f_5jp2hjpo2nqwi	source-key alias	c̣hiír	milk	noun m Palula-noun-class-a	second-mora	3696	kṣīrá-	2	2	kṣīrá- 'milk, thickened milk (neut)' (T: 3696)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000577	f_nenuu4k4tz4di	source-key alias	c̣híiri	udder (of cow)	noun f Palula-noun-class-m	first-mora	3700	kṣīrávat-	2	3	kṣīrávat- 'furnished with milk' (T: 3700)	Inflection: m-decl (Pl): -m
liljegren-LX000578	f_tkaz42bmw3uce	source-key alias	c̣hiirgúlum	nipple (of breast, human or animal)	noun f Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): -a
liljegren-LX000579	f_b5kjievwi6mm2	source-key alias	c̣híitr	field; (tilled) land	noun m Palula-noun-class-a	first-mora	3735	kṣḗtra-	1	2	kṣḗtra- 'land (neut)' (T: 3735)	Inflection: a-decl (Obl, pl): -a; Morphemic form: c̣héetr
liljegren-LX000580	f_oqt56wzbh6uyu	unique cited original and full etymology	c̣hiṇ	darkness	noun m Palula-noun-class-a	implicit-short	3690	kṣīṇá-	2	2	kṣīṇá- 'worn away; feeble' (T: 3690)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000581	f_ddcy6hzdrj3je	source-key alias	c̣hoók	Choke (ancestor of the people of Ashret)	noun m proper-noun Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl): -á
liljegren-LX000582	f_gjaj7m6wppk4u	source-key alias	c̣hóoṇ	(silver) oak; common evergreen tree on the lower slopes in and around populated areas; its foliage is used for fodder and its wood for fuel	noun f Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl): -a; Morphemic form: c̣háaṇ
liljegren-LX000583	f_vybqkk3dsqza4	source-key alias	c̣hoy	threshing (of wheat)	noun f Palula-noun-class-i	implicit-short	3750	kṣōdita-		3	kṣōdita- 'crushed; anything ground, dust, meal' (T: 3750)	Inflection: i-decl (Obl): -í
liljegren-LX000584	f_qnup2nf3jja5e	source-key alias	c̣hupíi	to wash (clothes)	verb tr Palula-verb-class-L-e	first-mora	3719	*kṣupyatē		3	*kṣupyatē 'is pressed' (T: 3719)	Inflection: L:e (Prs): c̣hupáanu, (Pfv): c̣hupílu, (Cv): c̣hupí, (Imp): c̣hupá; Morphemic form: c̣hup-é-
liljegren-LX000585	f_efhxiql5vlq72	source-key alias	c̣húuṇc̣u	straight	adj	first-mora	13548	*sūn̆kṣa-		2	*sūn̆kṣa- 'straight' (T: 13548)	Inflection: Reg (Fem): c̣húuṇc̣i; Morphemic form: c̣húuṇc̣-
liljegren-LX000586	f_37drmu4nvbqxi	source-key alias	c̣huúr	razor, sharp knife	noun f Palula-noun-class-a	second-mora	3727	kṣurá-	2	2	kṣurá- 'razor (m); sharp barb of arrow; (f. der.) knife, dagger' (T: 3727)	Inflection: a-decl (Obl, pl): -a
liljegren-LX000587	f_p2ygjftnhdcao	source-key alias	c̣iinkíi	to twitter (esp. the sound made by birds), squawk	verb intr Palula-verb-class-L-e	first-mora				0		Inflection: L:e (Prs): c̣iinkáanu, (Pfv): c̣iinkílu, (Cv): c̣iinkí, (Imp): c̣iinká; Morphemic form: c̣íink-é-
liljegren-LX000588	f_76acn7lwkhlxo	source-key alias	daádu	was burned (masc sg)	verb intr	second-mora				0		
liljegren-LX000589	f_gtbsnjl2xx2qg	source-key alias	daairá	circle	noun m Palula-noun-class-ee	short-or-diphthong				0		Inflection: ee-decl (Pl): daaireé
liljegren-LX000590	f_rrbogdeu657jg	source-key alias	daáǰa	to burn	verb intr Palula-verb-class-L-consonant Palula-verb-class-T	second-mora	6248	dahyátē	2	3	dahyátē 'is burnt' (T: 6248)	Inflection: T/L:cons (Prs): daǰáanu, (Pfv Masc Sg): daádu, daǰílu, (Pfv Fem Sg): deédi, daǰíli, (Cv): daǰí, (Imp): dáaǰ; Morphemic form: daǰ-, daád-
liljegren-LX000591	f_haktt2flulack	source-key alias	daalaán	yard (outside house)	noun f Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl, pl): daaleení
liljegren-LX000592	f_zasdc6pbl5wea	source-key alias	daaná	piece (of sth)	noun m Palula-noun-class-ee	short-or-diphthong				0		Inflection: ee-decl (Pl): daaneé
liljegren-LX000593	f_7fzbbwvnqq5lw	source-key alias	dáand	tooth	noun m Palula-noun-class-a	first-mora	6152	dánta-	1	2	dánta- 'tooth (masc)' (T: 6152)	Inflection: a-decl (Obl, pl): -a; Morphemic form: dánd
liljegren-LX000594	f_37y7iic4geeuy	source-key alias	dáand	hill side, peak, ridge	noun m Palula-noun-class-a	first-mora	6724	dhánu-	1	2	dhánu- 'dry land (fem); desert (masc)' (T: 6724)	Inflection: a-decl (Obl, pl): dandá; Morphemic form: dand
liljegren-LX000595	f_okhnvycz7lfem	source-key alias	dáaṇu	handle, shaft	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): dáaṇa
liljegren-LX000596	f_ma7oj2akp5mry	source-key alias	dáar	door	noun m Palula-noun-class-a	first-mora	6651	*dvara-		2	*dvara- 'door' (T: 6651)	Inflection: a-decl (Obl, pl): dará; Morphemic form: dar
liljegren-LX000597	f_6egtmu7jw42hq	source-key alias	daarú	medicine	noun m loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu/Persian: daaruu	
liljegren-LX000598	f_sqgogex3bykto	source-key alias	daarulxilaafá	capital	noun m Palula-noun-class-ee loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): daarul-xilaafat	Inflection: ee-decl (Pl): darulxilaafeé
liljegren-LX000599	f_zbq6o45kmzoyk	source-key alias	dáaš	ten	num	first-mora	6227	dáśa	1	2	dáśa 'ten' (T: 6227)	Morphemic form: daš
liljegren-LX000600	f_wyhqeapszzems	source-key alias	dáaš bhišá	two hundred (lit. ten twenties)	multiword-expression	multiple				0		
liljegren-LX000601	f_v4xxueeikfcnu	source-key alias	dáaš zára	ten thousand	multiword-expression	multiple				0		
liljegren-LX000602	f_nwcebfz5yvgog	source-key alias	daawá	claim	noun m Palula-noun-class-ee	short-or-diphthong				0		Inflection: ee-decl (Pl): daaweé
liljegren-LX000603	f_nomp26dvk2l5e	source-key alias	daawá thíi	to make a claim; fight, quarrel	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Masc agr with non-verb element in pfv
liljegren-LX000604	f_7amtuna3hkzhq	source-key alias	daawát	invitation	noun f Palula-noun-class-i loanword loan:Arabic loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian/Arabic): daawat	Inflection: i-decl (Obl): -í; Usage: Primarily used as a non-verb element in complex predicates
liljegren-LX000605	f_2mcioej6w3sd4	source-key alias	daawát díi	to invite	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agr with non-verb element in pfv; postpositional object with the
liljegren-LX000606	f_d5ikdxgba63vo	source-key alias	daaxíl	entered, entering	adj indecl loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): daaxil	Usage: Primarily used as a non-verb element in complex predicates
liljegren-LX000607	f_bdtt4vbsl7662	source-key alias	daaxíl bhíi	to enter	verb intr compound conjunct-verb incorporating	multiple				0		
liljegren-LX000608	f_wyyb3g3zk7bbw	source-key alias	dabdabá	pomp, highness	noun m loanword loan:Arabic loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic/Persian): dabdaba	
liljegren-LX000609	f_qxt3yxwwf7irm	source-key alias	dac̣híi	to look, see, watch; care for	verb tr Palula-verb-class-L-e	first-mora	6507	*dr̥kṣati,		3	*dr̥kṣati, *dr̥akṣati 'sees' (T: 6507)	Inflection: L:e (Prs): dac̣háanu, (Pfv): dac̣hílu, (Cv): dac̣hí, (Imp): dac̣há; Morphemic form: dac̣h-é-
liljegren-LX000610	f_uic73jyoeexuw	source-key alias	daftár	office	noun f Palula-noun-class-i loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): daftar	Inflection: i-decl (Obl, pl): ̥-í
liljegren-LX000611	f_b25iscoqq23j6	source-key alias	daíǰa	to be given	verb tr pass Palula-verb-class-L-consonant	short-or-diphthong				0		Inflection: L:cons (Prs): daiǰáanu, (Pfv): daiǰílu, (Cv): daiǰí; Morphemic form: de-íǰ-
liljegren-LX000612	f_s6jalm67y5yye	source-key alias	dalái	heap of wheat (on field or on house roof)	noun f Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, pl): dalée
liljegren-LX000613	f_nrteijmq3snei	source-key alias	damá	rest, break	noun m Palula-noun-class-ee loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: dama	Inflection: ee-decl (Pl): dameé; Usage: Primarily used as a non-verb element in complex predicates
liljegren-LX000614	f_74ixjygg23tdg	source-key alias	damá thíi	to rest, take a break	verb tr compound conjunct-verb non-incorporating	multiple				0		Restriction: Agr with non-verb element in pfv
liljegren-LX000615	f_waocajzlrcmyc	source-key alias	damdaár	appreciated	adj indecl loanword loan:Persian	second-mora		Origin:		2	Origin: Persian 'comet'?: dum-daar	
liljegren-LX000616	f_fc3kuty6eoqi6	source-key alias	dandoór	small ridge	noun m Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl, pl): -á
liljegren-LX000617	f_42xe3rywyh63i	source-key alias	dapáara	for, (in order) to	postp loanword loan:Pashto	first-mora		Origin:		2	Origin: Pashto: dapaarah	Restriction: With preceding genitive nominal argument or an ablative pro-form.
liljegren-LX000618	f_nzxfi5cj7f3go	source-key alias	darák	trace	noun f Palula-noun-class-i loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: darak	Inflection: i-decl (Obl): -í; Usage: Primarily used as a non-verb element in complex predicates
liljegren-LX000619	f_qdvd363xrpemw	source-key alias	darák na bhíi	to be gone, not appear, not show up, disappear	verb intr compound conjunct-verb non-incorporating	multiple				0		Restriction: Fem agreement with non-verb element; possessive complement
liljegren-LX000620	f_kfyv3elsvwma6	source-key alias	darǰá	rank, order	noun m Palula-noun-class-ee loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): daraǰa	Inflection: ee-decl (Pl): darǰeé
liljegren-LX000621	f_bzbk42y6cex3a	source-key alias	darǰám	door frame	noun m Palula-noun-class-a	short-or-diphthong				0		Inflection: a-decl (Obl, Pl): -á
liljegren-LX000622	f_hpsb6h7xxrrbk	source-key alias	darkáambali	door frame (upper part)	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX000623			darúṛi	window	noun f Palula-noun-class-m	short-or-diphthong	6651	*dvara-		2	*dvara- 'door' (T: 6651)	Inflection: m-decl (Pl): -m
liljegren-LX000624	f_kh5wiy5axahng	source-key alias	darwoozá	door	noun f Palula-noun-class-ee loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): darwaaza	Inflection: ee-decl (Pl): darwoozeé
liljegren-LX000625	f_7mz6bljcxf5ri	source-key alias	dasturá	custom	noun m Palula-noun-class-ee loanword loan:Pashto loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Pashto/Urdu (Persian): dastuur	Inflection: ee-decl (Pl): -eé
liljegren-LX000626	f_y2s2okgdb3xhc	source-key alias	dašeé	all ten; the ten	num	second-mora				0		
liljegren-LX000627	f_gcbyghgzka4ck	source-key alias	dašúm	ten (agr: non-nom)	num	short-or-diphthong				0		
liljegren-LX000628	f_inwwqyovhgmna	source-key alias	dašúma	tenth	determiner	short-or-diphthong				0		
liljegren-LX000629	f_ardflhhd362ys	source-key alias	daulát	wealth	noun f Palula-noun-class-i loanword loan:Arabic loan:Persian	short-or-diphthong		Origin:		2	Origin: Persian (Arabic): daulat	Inflection: i-decl (Obl, pl): -í
liljegren-LX000630	f_6i4l5b5ognq26	source-key alias	dauraán	time period; phase	noun f Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl, pl): daureení
liljegren-LX000631	f_ef4677m2cv6js	source-key alias	dawóo	to ask for sth, ask (take) sb for marriage; want	verb tr Palula-verb-class-L-a	first-mora	6276	dāpáyati	2	4	dāpáyati 'causes to be given' (T: 6276)	Inflection: L:a (Prs): dawaáanu, (Pfv): dawóolu, (Cv): dawaá, (Imp): dawá; Morphemic form: de-á-
liljegren-LX000632	f_l64suultrula2	source-key alias	dáwur	time period, age; (olden) days	noun m Palula-noun-class-a loanword loan:Arabic loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Arabic): daur	Inflection: a-decl (Obl, pl): dáwra
liljegren-de	f_7nrdfglwoly4k	source-key alias	de	Past tense marker	auxiliary	implicit-short				0		Restriction: Added to verbs to form Past Imperfective and Pluperfect, alternatively occurring in final position in copula-less nonverbal predicates to indicate past tense reference.
liljegren-LX000633	f_jttaveza2owz4	source-key alias	deé	for, in order to; by; because of	postp	second-mora				0		
liljegren-LX000634	f_zgu5oaqbqjcow	source-key alias	deec̣hineetí	to the right	adv spatial	short-or-diphthong				0		
liljegren-LX000635	f_gfwv3enm6jbls	source-key alias	deec̣híṇu	right	adj	short-or-diphthong	6119	dákṣiṇa-	1	3	dákṣiṇa- 'right (hand); southern' (T: 6119)	Inflection: Reg (Fem): deec̣híṇi; Morphemic form: deec̣híṇ-
liljegren-LX000636	f_qppwuknx5uo6u	source-key alias	déedi	grandmother; father's mother	noun f Palula-noun-class-m	first-mora	6261	*dādda-		2	*dādda- 'father or elderly relative' (T: 6261)	Inflection: m-decl (Pl): -m
liljegren-LX000637	f_aqyq6y6kazfa4	source-key alias	deédi	burnt (fem)	verb intr	second-mora				0		
liljegren-LX000638	f_nc7eeopatje4k	source-key alias	déeṇi	leg (below the knee)	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX000639	f_s6p6f6oytpdsm	source-key alias	deerá	room	noun m Palula-noun-class-ee loanword loan:Pashto	short-or-diphthong		Origin:		2	Origin: Pashto: dera	Inflection: ee-decl (Pl): deereé
liljegren-LX000640	f_fv4e2zoubxzsi	source-key alias	déeṛi	beard	noun f Palula-noun-class-m	first-mora	6250	*dām̆ṣṭra-		2	*dām̆ṣṭra- 'fang, tusk, beard' (T: 6250)	Inflection: m-decl (Pl): -m
liljegren-LX000641	f_puvr4yqeajsj4	source-key alias	deés	day; point in time	noun m Palula-noun-class-a	second-mora	6333	divasá-	3	3	divasá- 'heaven; day (masc)' (T: 6333)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000642	f_hvot663wf3zaq	source-key alias	deeúli	Dir (neighbouring district, a former princely state)	noun f proper-noun	short-or-diphthong				0		
liljegren-LX000643	f_irjpvdrqgsp24	source-key alias	deéw	giant	noun m Palula-noun-class-aan loanword loan:Pashto loan:Persian	second-mora		Origin:		2	Origin: Pashto (Persian): dew	Inflection: aan-decl (Obl): -á, (Pl): -aán
liljegren-LX000644	f_hk3xzsmod6m3o	source-key alias	deegčái	pot	noun f Palula-noun-class-a loanword loan:Persian loan:Urdu	short-or-diphthong		Origin:		2	Origin: Urdu (Persian): degčii	Inflection: a-decl (Obl, pl): deegčée
liljegren-LX000645	f_mnxxgtreivpv6	source-key alias	dháama	to become full, be satisfied (in eating)	verb intr Palula-verb-class-T	first-mora	6890	*dhrāta-		2	*dhrāta- 'satisfied' (T: 6890)	Inflection: T (Prs): dhamáanu, (Pfv): dháatu, (Cv): dhamí, (Imp): dháam; Morphemic form: dham-, dháat-
liljegren-LX000646	f_xsgviuu6boc64	source-key alias	dhaán	goat (generic)	noun m Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl): dhaná; Morphemic form: dhan; Usage: With plural reference
liljegren-LX000647	f_zi4cymqerjqac	source-key alias	dháara	to remain, stay behind, fail	verb intr Palula-verb-class-T	first-mora				0		Inflection: T (Prs): dharáanu, (Pfv): dharíitu, (Cv): dharí, (Imp): dháar; Morphemic form: dhar-, dhar-íit-
liljegren-LX000648	f_6i2i2vzpxitxg	source-key alias	dhaataár	fire place	noun m Palula-noun-class-a	second-mora	6888	*dhmātra-		2	*dhmātra- 'fireplace' (T: 6888)	Inflection: a-decl (Obl, pl): dhaatará; Morphemic form: dhaatár
liljegren-LX000649	f_p7bi6oeu2d276	source-key alias	dháatu	became full, satisfied (masc sg)	verb intr	first-mora				0		
liljegren-LX000650	f_as7k6wyh454vi	source-key alias	dhamareét	Dhamaret (village in Biori valley); Middle Biori	noun m proper-noun Palula-noun-class-a	second-mora				0		Inflection: a-decl (Obl): -á
liljegren-LX000651	f_2hglgjfi67lzc	source-key alias	dhanamóos	goat meat	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl): -a
liljegren-LX000652	f_4jhbdvr5gy67e	source-key alias	dharaáṇ	ground; earth	noun f Palula-noun-class-i	second-mora	6744	dharáṇī-	2	3	dharáṇī- 'ground (fem)' (T: 6744)	Inflection: i-decl (Obl): dharaṇí; Morphemic form: dharáṇ
liljegren-LX000653	f_zup4m22bzsjvo	source-key alias	dharándi	outside, out	adv spatial	short-or-diphthong				0		
liljegren-LX000654	f_ze4vuyd3lod36	source-key alias	dharíitu	remained (masc sg)	verb intr	first-mora				0		
liljegren-LX000655	f_63ikubztjak6u	source-key alias	dharóo	to leave sth with sb, bequeath	verb tr Palula-verb-class-L-a	first-mora				0		Inflection: L:a (Prs): dharaáanu, (Pfv): dharóolu, (Cv): dharaá, (Imp): dhará; Morphemic form: dhar-á-
liljegren-LX000656	f_iwlqjhgymh25q	source-key alias	dheedíi	noon	noun f Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl): -a
liljegren-LX000657	f_npezv7xafcknu	source-key alias	dhéeni	debt, loan (in money)	noun f Palula-noun-class-m	first-mora				0		Inflection: m-decl (Pl): -m
liljegren-LX000658	f_j2lajno24n2ne	source-key alias	dheeróoṇ	refuse dump	noun m Palula-noun-class-a	first-mora				0		Inflection: a-decl (Obl, pl): -a
liljegren-LX000659	f_oyiedhj362rhu	source-key alias	dheeṛúm	pomegranate	noun m Palula-noun-class-a	short-or-diphthong	6254	dāḍima-		3	dāḍima- 'pomegranate tree (masc); its fruit (neut)' (T: 6254)	Inflection: a-decl (Obl, pl): -á
liljegren-LX000660	f_23tdixz4xjxom	source-key alias	dhéeti	became full, satisfied (fem sg)	verb intr	first-mora				0		
liljegren-LX000661	f_ttp3lv4oskdly	source-key alias	dhiaáṛ	pieces of rock; collection of stones in one place	noun f Palula-noun-class-i	second-mora				0		Inflection: i-decl (Obl): dhieeṛí
liljegren-LX000662	f_bzohvgjcckllm	source-key alias	dhií	daughter	noun f Palula-noun-class-a	second-mora	6481	duhitŕ̥-	3	3	duhitŕ̥- 'daughter (fem)' (T: 6481)	Inflection: a-decl (Obl, pl): dhiá
liljegren-LX000663	f_lsywuvhovhfwq	source-key alias	dhiúuṛi	granddaughter; daughter's daughter	noun f Palula-noun-class-m	first-mora	6482	*duhitr̥kuḍikā-		6	*duhitr̥kuḍikā- 'daughter's child (fem)' (T: 6482)	Inflection: m-decl (Pl): -m
liljegren-LX000664	f_r4p3jjiqjwxlu	source-key alias	dhiúuṛu	grandson; daughter's son	noun m Palula-noun-class-a	first-mora	6482	*duhitr̥kuḍaka-		6	*duhitr̥kuḍaka- 'daughter's child (m)' (T: 6482)	Inflection: a-decl (Obl, pl): dhiúuṛa
liljegren-LX000665	f_zxryi4h5p7jui	source-key alias	dhoíi	to milk (a cow, a goat, etc.)	verb tr Palula-verb-class-L-e	first-mora	6592	dōháyati	2	4	dōháyati 'causes to be milked or to give milk' (T: 6592)	Inflection: L:e (Prs): dhoáanu, (Pfv): dhoílu, (Cv): dhoí, (Imp): dhowá; Morphemic form: dho-é-
liljegren-LX000666	f_z7fxunpiwzzuu	source-key alias	dhóo	to wash (utensils, one's body)	verb tr Palula-verb-class-L-a	first-mora	6833	*dhuvati,		3	*dhuvati, dhūtá- 'washes; rinsed (of soma)' (T: 6833)	Inflection: L:a (Prs): dhuaáanu, (Pfv Masc sg): dhóolu, (Pfv Fem sg): dhuéeli, (Cv): dhuaá, (Imp): dhuá; Morphemic form: dhu-á-
liljegren-LX000667	f_cud3ceenpai72	source-key alias	dhoóṛ	yesterday	adv temporal	second-mora	6590	dōṣá-	2	2	dōṣá- 'night, night personified (fem)' (T: 6590)	
liljegren-LX000668	f_4yrgdtpwlsmbc	source-key alias	dhoóṛ tií	until yesterday	multiword-expression	multiple				0		
