family_id	headword	headword_original	headword_field	gloss	tags	source	etymology	records	formations	ancestral_forms	languages	bro	Kalk	Kund	OSh	Phal	Sh	Sv	Ush
283	ana	ana	Original	this	pron	CDIAL	<number>283</number> <b>ana</b> pron. stem in <i>anḗna</i>, <i>anáyā</i>, <i>anáyoḥ</i> 'this', <i>anā́</i> 'thus' RV.	49	283	ana	Phal;Sh					anú [it; he; this one (prox masc nom); liljegren; ] | anʹu [this; strand; dialect:Palula]	anuh [this; CDIAL; ] | anu [this; CDIAL; ] | ˈɑnu̱ [this; backstrom1992; dialect:Sh:Gupis:Gupis] | ˈɑnu̱ [this; backstrom1992; dialect:Sh:punl:Puniali] | ɑˈno̱ [this; backstrom1992; dialect:Sh:HunzaNasirabad:Hunza] | ˈɑnu̱ [this; backstrom1992; dialect:Sh:NagarThol:Nagar%20%28Thol%29] | ɑˈnu̱ [this; backstrom1992; dialect:Sh:NagarChalt:Nagar%20%28Chalt%29] | ˈɑnu̱; ɑˈnu̱ [this; he; backstrom1992; dialect:Sh:gil:Gilgit] | ˈɑne [this; backstrom1992; dialect:Sh:gil:Gilgit] | ˈɑnu̱ [this; backstrom1992; dialect:Sh:Haramosh:Haramosh] | ˈɑno [this; backstrom1992; dialect:Sh:Bagrot:Bagrot] | ˈɑne [this; backstrom1992; dialect:Sh:Bagrot:Bagrot] | ˈɑ̱nu̱ [this; backstrom1992; dialect:Sh:Bunji:Bunji] | ʌˈno [this; backstrom1992; dialect:Sh:Rondu:Rondu] | ʌno [this; backstrom1992; dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29] | ˈɑnu̱ [this; backstrom1992; dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29] | ˈɑni̱ [this; backstrom1992; dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29] | ˈɑnu̱ [this; backstrom1992; dialect:Sh:Astor:Astor] | ˈɑni̱ [this; backstrom1992; dialect:Sh:Astor:Astor] | ˈʌni̱ [this; backstrom1992; dialect:Sh:KachuraJel:Kachura] | ˈʌno̱ [this; backstrom1992; dialect:Sh:KachuraJel:Kachura] | ˈʌni̱ [this; backstrom1992; dialect:Sh:Satpara:Satpara] | ˈɑnu̱ [this; backstrom1992; dialect:Sh:Gultari:Gultari] | ˈɑnu [this; backstrom1992; dialect:Sh:Kharmang:Kharmang] | ˈɑno [this; backstrom1992; dialect:Sh:dr:Dras] | ˈɑno [this; backstrom1992; dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29] | ɑi [this; backstrom1992; dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29] | ˈɑnũ [this; backstrom1992; dialect:Sh:Darel:Darel] | ˈʌnu [this; backstrom1992; dialect:Sh:Tangir:Tangir] | ɑˈno̱ [this; backstrom1992; dialect:Sh:Sazin:Sazin] | ˈɑno [this; backstrom1992; dialect:Sh:Harban:Harban] | ɑi [this; backstrom1992; dialect:Sh:Jalkot:Jalkot] | ɑi [this; backstrom1992; dialect:Sh:pales:Palesi] | ɑi [this; backstrom1992; dialect:Sh:Kolai:Kolai] | ˈɑnu [he; backstrom1992; dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29] | anú [this (m.); schmidt; dialect:Sh:gil:Gilgit] | anús [this (m.); schmidt; dialect:Sh:gil:Gilgit] | aáe [this (m.); this (f.); schmidt; dialect:Sh:koh:Kohistani] | anú [this (m.); schmidt; dialect:Sh:gur:Guresi] | nu [this (m.); schmidt; dialect:Sh:gur:Guresi] | anúh [this (m.); schmidt; dialect:Sh:Astor:Astor] | ané [this (f.); schmidt; dialect:Sh:gil:Gilgit] | anés [this (f.); schmidt; dialect:Sh:gil:Gilgit] | aní [this (f.); schmidt; dialect:Sh:gur:Guresi] | aníh [this (f.); schmidt; dialect:Sh:Astor:Astor] | anú [this; degener-shina2008; dialect:Sh:gil:Gilgit] | ne [this (as opposed to re); degener-shina2008; dialect:Sh:gil:Gilgit]		
318	*anutr̥tīyam	*anutr̥tīyam	Original	on the third day		CDIAL;CDIAL	"<number>318</number> <b>*anutr̥tīyam</b> 'on the third day'. [For formation cf. <i>anurātram</i> 'in the night' AitBr.: see also s.v. <smallcaps><a data-entry=""5912"">tr̥tī́ya</a></smallcaps>-¹]<!--addendum--><number>14214</number> <b>*anutr̥tīyam</b>"	1	318	*anutr̥tīyam	Sv							nuɬia [; CDIAL; ]	
352	*antaḥsthāna	*antaḥsthāna	Original	interior organ		CDIAL	"<number>352</number> <b>*antaḥsthāna</b> 'interior organ'. [Cf. <i>antaḥsthá</i>- 'interior' ŚBr.: <smallcaps><a data-entry=""356"">antár</a>, <a data-entry=""13753"">sthā́na</a></smallcaps>-]"	1	352	*antaḥsthāna	Sh						andastṓn [liver; CDIAL;Morgenstierne;IIFL; dialect:Sh:chil:Chilas]		
357	ántara	ántara	Original	interior, near; neighbouring; the inside	RV ŚBr Mn Early-Vedic Epic	CDIAL	"<number>357</number> <b>ántara</b>¹ 'interior, near' RV., 'neighbouring' ŚBr., n. 'the inside' Mn., <i>°rā́</i>, <i>°rēṇa</i>, <i>°rē</i> 'in the middle'. [<smallcaps><a data-entry=""356"">ántar</a></smallcaps>]"	4	357	ántara	Kund;Sh			ándar [home; house; kund; ] | énder [home; house; kund; ]			dar [; CDIAL; dialect:Sh:gil:Gilgit] | dura [in; CDIAL; dialect:Sh:koh:Kohistani]		
395	ánna	ánna	Original	food; cooked rice, corn in general	n RV Mn Early-Vedic Epic	CDIAL;Morgenstierne;NTS[ii 242]	"<number>395</number> <b>ánna</b> n. 'food' RV., 'cooked rice, corn in general' Mn. 2. <b>*anda-</b>² &lt; <i>*adna</i>- with metathesis before assimilation, Morgenstierne NTS ii 242. [√<smallcaps><a data-entry=""r1"">ad</a></smallcaps>]"	3	395	ánna	Sh						o̯n [grain (wheat, &amp;c.); CDIAL;Lor; ] | ōn [grain (wheat, &amp;c.); CDIAL; ] | on [grain of all kinds, food; degener-shina2008; dialect:Sh:gil:Gilgit]		
422	apacchāyā	apacchāyā	Original	unlucky shadow	f MW	CDIAL	"<number>422</number> <b>apacchāyā</b> f. 'unlucky shadow' MW., <i>°ya</i>- 'unshadowed' Pañcat. [<smallcaps><a data-entry=""5027"">chāyā́</a></smallcaps>-]"	3	422	apacchāyā	Phal					očhā́ [shady side of a valley; CDIAL; ] | oočhaá [shady side; liljegren; ] | ôčhâʹ [permanent shade; strand; dialect:Palula]			
424	ápatya	ápatya	Original	offspring	n RV Early-Vedic	CDIAL;CDIAL	<number>424</number> <b>ápatya</b> n. 'offspring' RV. 2. <b>*apatiya-.</b><!--addendum--><number>14226</number> <b>ápatya-</b>	1	424	ápatya	Sh						kuiōčh [; CDIAL; ]		
427	*apadēśya	*apadēśya	Original	foreign		CDIAL	"<number>427</number> <b>*apadēśya</b> 'foreign'. [<smallcaps><a data-entry=""6547"">dēśá</a></smallcaps>-]"	2	427	*apadēśya	Sh						ō̃śŭ [guest; CDIAL; ] | oó~šo [guest; degener-shina2008; dialect:Sh:gil:Gilgit]		
434	ápara	ápara	Original	posterior; different, other	RV ŚBr Early-Vedic	CDIAL;Morgenstierne;IIFL[iii 3, 187. 3]	<number>434</number> <b>ápara</b> 'posterior' RV., 'different, other' ŚBr. 2. <b>*aparīya-</b> Morgenstierne IIFL iii 3, 187. 3. <b>áparam</b> RV., <i>°rám</i> AV. 'again, moreover'.	2	434	ápara	Kund;Sh			hor [different; kund; ]			óra̯ [except, apart from; CDIAL; ]		
447	*apalīyatē	*apalīyatē	Original	is hidden		CDIAL	"<number>447</number> <b>*apalīyatē</b> 'is hidden'. 2. <b>*apalāyayati</b> 'hides'. [Cf. <i><a data-entry=""833"">avalīyatē</a></i> 'hides oneself' R.: √<smallcaps><a data-entry=""r423"">lī</a></smallcaps>²]"	7	447;447-2	*apalīyatē; *apalāyayati	Phal					suri palī́ti [the sun is eclipsed; CDIAL; ] | ma palayā́nu [I hide; CDIAL; ] | palā́ [; CDIAL;Morgenstierne;NOPhal; ] | páala [to hide; liljegren; ] | páale [to hide; liljegren; dialect:Phal:biori:Biori] | palóo [to steal, hide sth; liljegren; ] | palúu [to steal, hide sth; liljegren; dialect:Phal:biori:Biori]			
464	*apasakta	*apasakta	Original	detached from		CDIAL	"<number>464</number> <b>*apasakta</b> 'detached from'. [√<smallcaps><a data-entry=""r612"">sañj</a></smallcaps>]"	1	464	*apasakta	Sh						ausāt [ruined, destroyed; CDIAL; ]		
482	apārá	apārá	Original	boundless; the near bank	RV MBh Early-Vedic Epic	CDIAL	"<number>482</number> <b>apārá</b> 'boundless' RV. 2. m. 'the near bank' MBh. [<smallcaps><a data-entry=""8100"">pārá</a></smallcaps>-]"	3	482	apārá	Sh						wāri [in the direction of; CDIAL; ] | wāro [from the direction of; CDIAL; ] | -waary [in the direction of, toward; degener-shina2008; dialect:Sh:gil:Gilgit]		
516	abhijñāna	abhijñāna	Original	sign, token, remembrance	n R Epic	CDIAL	"<number>516</number> <b>abhijñāna</b> n. 'sign, token, remembrance' R. [√<smallcaps><a data-entry=""r285"">jñā</a></smallcaps>]"	2	516	abhijñāna	Sh						hayón [target (to shoot at), present (as a reminder of a foreign place); CDIAL; ] | hayóon [sign; target mark (in archery); gift; degener-shina2008; dialect:Sh:gil:Gilgit]		
549	abhrá	abhrá	Original	cloud, rainy weather	RV Early-Vedic	CDIAL	<number>549</number> <b>abhrá</b>¹ n. (rarely m.) 'cloud, rainy weather' RV. 2. <b>abhríya-</b> 'belonging to the clouds', m.n. 'thundercloud' RV.	37	549	abhrá	Phal;Sh					ābru [; CDIAL; ] | áabru [cloud; liljegren; ] | áabur [cloud; liljegren; ] | ʹâbru [cloud; strand; dialect:Palula]	áẓṷ [; CDIAL; ] | ā̃ẓu [; CDIAL; dialect:Sh:pales:Palesi] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Gupis:Gupis] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:punl:Puniali] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:HunzaNasirabad:Hunza] | ˈɑẓ̌o̱ [rain; backstrom1992; dialect:Sh:NagarThol:Nagar%20%28Thol%29] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:NagarChalt:Nagar%20%28Chalt%29] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:gil:Gilgit] | ˈɑẓ̌o [rain; backstrom1992; dialect:Sh:Haramosh:Haramosh] | ˈɑẓ̌o̱; ˈɑẓ̌o [rain; cloud; backstrom1992; dialect:Sh:Bagrot:Bagrot] | ˈɑẓ̌o̱; ˈɑ̱ẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Bunji:Bunji] | ˈɑẓ̌o̱ [rain; backstrom1992; dialect:Sh:Rondu:Rondu] | ˈɑẓ̌o̱; ɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29] | ˈɑẓ̌o̱; ˈɑ̱ẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29] | ˈɑẓ̌o̱; ˈɑ̱ẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Astor:Astor] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:KachuraJel:Kachura] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Satpara:Satpara] | ˈɑẓ̌o̱; ˈɑ̱ẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Gultari:Gultari] | ˈɑẓ̌o [rain; cloud; backstrom1992; dialect:Sh:Kharmang:Kharmang] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29] | ˈɑẓ̌o [rain; cloud; backstrom1992; dialect:Sh:Darel:Darel] | ˈɑẓ̌o̱; ˈɑẓ̌o [rain; cloud; backstrom1992; dialect:Sh:Tangir:Tangir] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Sazin:Sazin] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Harban:Harban] | ˈɑẓ̌o̱; ˈɑẓ̌o [rain; cloud; backstrom1992; dialect:Sh:Jalkot:Jalkot] | ɑẓ̌o [rain; cloud; backstrom1992; dialect:Sh:pales:Palesi] | ˈɑẓ̌o̱ [rain; cloud; backstrom1992; dialect:Sh:Kolai:Kolai] | ˈɑẓ̌o [cloud; backstrom1992; dialect:Sh:dr:Dras] | áj̣o [cloud; rain; schmidt; dialect:Sh:gil:Gilgit] | áẓo [cloud; rain; schmidt; dialect:Sh:koh:Kohistani] | áj̣u [cloud; rain; schmidt; dialect:Sh:gur:Guresi] | áẓo [cloud; rain; schmidt; dialect:Sh:Astor:Astor]		
587	ayám	ayám	Original	this	f nom	CDIAL;CDIAL	<number>587</number> <b>ayám</b> nom. sg. m. 'this', f. <i>iyám</i>, acc. m. <i>imám</i>, nom. pl. m. <i>imḗ</i>, f. <i>imā́ḥ</i>. — <i>asyá</i>, <i>asmín</i> see <smallcaps>a-¹. [i</smallcaps>-¹]<!--addendum--><number>14238</number> <b>ayám</b>	2	587	ayám	Sh						yo [this; CDIAL; dialect:Sh:koh:Kohistani] | žo [; CDIAL; dialect:Sh:gur:Guresi]		
644	ardhá	ardhá	Original	half; a half	m RV Early-Vedic	CDIAL	"<number>644</number> <b>ardhá</b>² 'half', m.n. 'a half' RV. [Same as <smallcaps><a data-entry=""643"">árdha</a></smallcaps>-¹?]"	2	644	ardhá	Phal					ā́ḍu; ʹâḍu [half-full; half; CDIAL;strand; ] | áaḍu [half; half of, some of; the one half; half of the people; some of them, etc.; liljegren; ]			
700	alagna	alagna	Original	unconnected	MW	CDIAL	"<number>700</number> <b>alagna</b> 'unconnected' MW. [Cf. <i>aláglam</i> 'disconnectedly, stammeringly' ŚBr.: <smallcaps><a data-entry=""10893"">lagna</a></smallcaps>-]"	12	700	alagna	Sh						ˈʌlʌk ˈʌlʌk [different; backstrom1992; dialect:Sh:HunzaNasirabad:Hunza] | ˈʌlʌg [different; backstrom1992; dialect:Sh:Bunji:Bunji] | ɑlʌg ɑlʌg [different; backstrom1992; dialect:Sh:Rondu:Rondu] | ɑlʌk ɑlʌk [different; backstrom1992; dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29] | ˈʌlʌg ˈʌlʌg [different; backstrom1992; dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29] | ˈʌlʌg [different; backstrom1992; dialect:Sh:Astor:Astor] | ˈɑlʌk [different; backstrom1992; dialect:Sh:Satpara:Satpara] | ˈʌlʌg ˈʌlʌg [different; backstrom1992; dialect:Sh:Gultari:Gultari] | ʌlʌg ʌlʌg [different; backstrom1992; dialect:Sh:Kharmang:Kharmang] | ɑlʌg ɑlʌg [different; backstrom1992; dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29] | ɑlʌk ɑlʌk [different; backstrom1992; dialect:Sh:Darel:Darel] | ˈɑlʌg ˈɑlʌg [different; backstrom1992; dialect:Sh:Tangir:Tangir]		
710	alāta	alāta	Original	fire-brand	m MBh Epic	CDIAL	<number>710</number> <b>alāta</b> m. 'fire-brand' MBh., <i>ālāta</i>- m. lex. 2. <b>*lāta-.</b><!--addendum--><number>14244</number> <b>alāta</b> [Pers. <i>alā̆v</i> 'flame' ← IA. rather than ETurk.?]	7	710;710-2	alāta; *lāta	Sh						alāŭ [bonfire; CDIAL; dialect:Sh:gur:Guresi] | lăï [unlit torch; CDIAL;Lor; dialect:Sh:gil:Gilgit] | lēi [torchwood; CDIAL; dialect:Sh:gil:Gilgit] | lei [torch; torchwood; degener-shina2008; dialect:Sh:gil:Gilgit] | lei [burning torch; buddruss-shina1996; dialect:Sh:gil:Gilgit] | lai [burning torch; buddruss-shina1996; dialect:Sh:gil:Gilgit]		
722	álpa	álpa	Original	small	AV Early-Vedic	CDIAL	<number>722</number> <b>álpa</b> 'small' AV., <i>alpakám</i> 'a little' ŚBr.	25	722	álpa	Sh						āpŭ [little, few; CDIAL; ] | ˈɑpo [few; backstrom1992; dialect:Sh:Gupis:Gupis] | ˈɑpo [few; backstrom1992; dialect:Sh:punl:Puniali] | ˈɑpo [few; backstrom1992; dialect:Sh:gil:Gilgit] | ˈɑpo [few; backstrom1992; dialect:Sh:Haramosh:Haramosh] | ˈɑpo [few; backstrom1992; dialect:Sh:Bagrot:Bagrot] | ˈʌpo [few; backstrom1992; dialect:Sh:Bunji:Bunji] | ˈɑpo [few; backstrom1992; dialect:Sh:Rondu:Rondu] | ˈɑpo [few; backstrom1992; dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29] | ˈɑpo [few; backstrom1992; dialect:Sh:Astor:Astor] | ˈɑpo [few; backstrom1992; dialect:Sh:KachuraJel:Kachura] | ˈɑpʰo [few; backstrom1992; dialect:Sh:Satpara:Satpara] | ˈɑɸo [few; backstrom1992; dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29] | ˈɑɸo [few; backstrom1992; dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29] | ˈɑpʰo [few; backstrom1992; dialect:Sh:Darel:Darel] | ˈɑpʰo [few; backstrom1992; dialect:Sh:Tangir:Tangir] | ˈɑpo [few; backstrom1992; dialect:Sh:Sazin:Sazin] | ˈɑpo [few; backstrom1992; dialect:Sh:Harban:Harban] | ˈɑfo̱ [few; backstrom1992; dialect:Sh:Jalkot:Jalkot] | ˈɑfo [few; backstrom1992; dialect:Sh:pales:Palesi] | ˈɑpʰo [few; backstrom1992; dialect:Sh:Kolai:Kolai] | ápa [few; schmidt; dialect:Sh:koh:Kohistani] | ápo [few; schmidt; dialect:Sh:gur:Guresi] | ápo [few; schmidt; dialect:Sh:Astor:Astor] | aápo [little, slight; degener-shina2008; dialect:Sh:gil:Gilgit]		
726	áva	áva	Original	away, down	RV Early-Vedic	CDIAL	<number>726</number> <b>áva</b> 'away, down' RV.	1	726	áva	Phal					-wʹe [down in; strand; dialect:Palula]			
727a	*avakalati	*avakalati	Original	descends		CDIAL	"<number>727a</number> <b>*avakalati</b><!--addendum--><number>14246</number> †<b>*avakalati</b> 'descends'. 2. Caus. <b>*avakālayati.</b> [√<smallcaps><a data-entry=""r292"">kal</a></smallcaps>²]"	2	727a	*avakalati	Sh						vălōnṷ [to descend; CDIAL; dialect:Sh:koh:Kohistani] | vălyōnṷ [to descend, fall; CDIAL;Buddruss Woṭ; dialect:Sh:gur:Guresi]		
727b	*avakasati	*avakasati	Original	goes down		CDIAL	"<number>727b</number> <b>*avakasati</b><!--addendum--><number>14247</number> †<b>*avakasati</b> 'goes down'. 2. <b>*avakasta-</b> [√<smallcaps><a data-entry=""r297"">kas</a></smallcaps>]"	2	727b	*avakasati	Sh						văzōnṷ [goes down; CDIAL; dialect:Sh:koh:Kohistani] | važyōnṷ [to descend; CDIAL; dialect:Sh:gur:Guresi]		
738	*avakṣōpa	*avakṣōpa	Original	scratching		CDIAL	"<number>738</number> <b>*avakṣōpa</b> 'scratching'. [√<smallcaps><a data-entry=""r385"">kṣup</a></smallcaps>]"	1	738	*avakṣōpa	Phal					očhṓ [itch; CDIAL; ]			
773	*avaḍḍhāla	*avaḍḍhāla	Original	falling down		CDIAL	"<number>773</number> <b>*avaḍḍhāla</b> 'falling down'. [√*<smallcaps><a data-entry=""r908"">ḍhal</a></smallcaps>]"	5	773	*avaḍḍhāla	Phal					oḍhāl [flood; CDIAL; ] | ōl [flood; CDIAL; ] | ooḍhóol [flood; liljegren; ] | ooḍháal [flood; liljegren; dialect:Phal:biori:Biori] | oḍhʹôl [flood; strand; dialect:Palula]			
830	*avalavati	*avalavati	Original	cuts off		CDIAL	"<number>830</number> <b>*avalavati</b> 'cuts off'. [Cf. <i>avalūna</i>- 'cut off' lex.: √<smallcaps><a data-entry=""r427"">lū</a></smallcaps>]"	1	830	*avalavati	Sh						valōnṷ [to shave (the beard); CDIAL; ]		
841	*avavahati	*avavahati	Original	carries down		CDIAL	"<number>841</number> <b>*avavahati</b> 'carries down'. [√<smallcaps><a data-entry=""r755"">vah</a></smallcaps>]"	4	841	*avavahati	Kalk;Phal		wuun [comes down; kalkoti; dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29]			wahā́ndu [streaming, running (of water); CDIAL; ] | whíi [to come down, come or go downhill/downstream; liljegren; ] | wh- [come down; strand; dialect:Palula]			
884	avāpayati	avāpayati	Original			CDIAL	"<number>884</number> <b>avāpayati,</b> <i>avāpnōti</i> 'reaches' Mn. 2. <b>avāpta-</b> 'one who has reached' KaṭhUp. [√<smallcaps><a data-entry=""r833"">āp</a></smallcaps>]"	3	884;884-2	avāpayati; avāpta	Sh						văyóĭki̯ [to come; CDIAL; ] | vām [to come; CDIAL; ] | vătŭ [he came; CDIAL; ]		
887	ávi	ávi	Original	sheep	m RV Early-Vedic	CDIAL	<number>887</number> <b>ávi</b> m.f. 'sheep' RV., <i>aviká</i>- m. Pāṇ., <i>avikā́</i>- f. RV., <i>avíkā</i>- f. AV., <i>avilā</i>- f. lex.	2	887	ávi	Sh;bro	ēi [ewe; CDIAL; ]					ai [she-goat; CDIAL; ]		
905	aśakta	aśakta	Original	unable, incompetent	Mn Epic	CDIAL	"<number>905</number> <b>aśakta</b> 'unable, incompetent' Mn. [<smallcaps><a data-entry=""12249"">śakta</a></smallcaps>-]"	4	905	aśakta	Sh						ăšātṷ [weak, thin; CDIAL; ] | ăšātīlṷ [weak, thin; CDIAL; ] | š [weak, thin; CDIAL; ] | ašaáto [weak; degener-shina2008; dialect:Sh:gil:Gilgit]		
910	aśáni	aśáni	Original	thunderbolt	f RV Early-Vedic	CDIAL	<number>910</number> <b>aśáni</b> f. 'thunderbolt' RV., <i>°nī</i>- f. ŚBr. [Cf. <i>áśan</i>- m. 'sling-stone' RV.]	11	910	aśáni	Phal;Sh					ā̃šun [hail; CDIAL; ] | áašuṇ [hail; liljegren; ] | áašuṇḍ [hail; liljegren; ] | áašum [hail; liljegren; dialect:Phal:biori:Biori] | háašum [hail; liljegren; dialect:Phal:biori:Biori] | ʹâšuṇ [hail; strand; dialect:Palula]	aĩyĕ́r [hail; CDIAL; ] | aĩyĕ́r [stone; CDIAL;Lor; ] | *aśari [stone; CDIAL; ] | n [stone; CDIAL; ] | r [stone; CDIAL; ]		
916	*aśyatē	*aśyatē	Original	is obtained		CDIAL	"<number>916</number> <b>*aśyatē</b> 'is obtained'. [Cf. <i>aśnṓti</i> 'obtains' RV.: √<smallcaps><a data-entry=""r15"">aś</a></smallcaps>¹]"	1	916	*aśyatē	Sh						hăšōnṷ [to be obtained; CDIAL; dialect:Sh:koh:Kohistani]		
919	áśru	áśru	Original	tear; eye	n RV Early-Vedic	CDIAL	"<number>919</number> <b>áśru</b> n. 'tear' RV., once m. ŚBr. Many forms, like the word for 'eye' (see <smallcaps><a data-entry=""43"">ákṣi</a></smallcaps>-), were nasalized, early enough to voice the following <i>ś</i> in S. L. P., which also have initial <i>h</i>-."	3	919	áśru	Sh						ā̃ṣṷ [tear; eye; CDIAL; ] | e̯ [tear; eye; CDIAL; ] | aá~ṣo [tear; degener-shina2008; dialect:Sh:gil:Gilgit]		
920	áśva	áśva	Original	horse	m	CDIAL;CDIAL	<number>920</number> <b>áśva</b> m. 'horse', <i>áśvā</i>- f. RV., <i>aśvaká</i>- m. 'small horse' VS., <i>°vikā</i>- f. 'small mare' Pāṇ.<!--addendum--><number>14254</number> <b>áśva-</b>	7	920	áśva	Sh;bro	apš [horse; CDIAL; ]					ăšpŭ [horse; CDIAL; dialect:Sh:gil:Gilgit] | ăšp [horse; CDIAL; dialect:Sh:koh:Kohistani] | ăša̯p [horse; CDIAL; dialect:Sh:gur:Guresi] | ášpō [horse; CDIAL; dialect:Sh:pales:Palesi] | á~špo [horse; degener-shina2008; dialect:Sh:gil:Gilgit] | ášpo [horse; buddruss-shina1996; dialect:Sh:gil:Gilgit]		
923	aśvapāla	aśvapāla	Original	groom	m Ratnāv Classical	CDIAL	"<number>923</number> <b>aśvapāla</b> m. 'groom' Ratnāv. [<smallcaps><a data-entry=""920"">áśva-</a>, <a data-entry=""8125"">pālá</a></smallcaps>-]"	1	923	aśvapāla	Sh						ašpavālŭ [groom; CDIAL; dialect:Sh:koh:Kohistani]		
927	aśvaśālā	aśvaśālā	Original	stable	f MBh Epic	CDIAL	"<number>927</number> <b>aśvaśālā</b> f. 'stable' MBh. [<smallcaps><a data-entry=""920"">áśva-</a>, <a data-entry=""12414"">śā́lā</a></smallcaps>-]"	1	927	aśvaśālā	Sh						ăšpălí [stable; CDIAL; ]		
928	aśvasthāna	aśvasthāna	Original	horse-stable; born in a stable	n Yājñ Pāṇ Classical Epic	CDIAL	"<number>928</number> <b>aśvasthāna</b> n. 'horse-stable' Yājñ., adj. 'born in a stable' Pāṇ. Kāś. [<smallcaps><a data-entry=""920"">áśva-</a>, <a data-entry=""13753"">sthā́na</a></smallcaps>-]"	1	928	aśvasthāna	Sh						aštōn [groom; CDIAL;Morgenstierne;NTS; ]		
